Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Date
2008,Jun,25,Wednesday,06:41:00,2008-06-25 06:50:00,07:48:00,07:56:00,OH,5427,N915CA,67.0,66.0,50.0,-8.0,-9.0,GRR,CVG,268.0,1.0,16.0,0.0,,0.0,,,,,,2008-06-25
2008,Mar,28,Friday,14:26:00,2008-03-28 13:15:00,17:12:00,16:06:00,9E,2971,87519E,106.0,111.0,72.0,66.0,71.0,BNA,DTW,457.0,20.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0,66.0,2008-03-28
2008,Jul,26,Saturday,16:06:00,2008-07-26 16:10:00,16:53:00,17:00:00,WN,588,N658SW,107.0,110.0,92.0,-7.0,-4.0,TPA,BNA,612.0,7.0,8.0,0.0,,0.0,,,,,,2008-07-26
2008,Apr,13,Sunday,17:06:00,2008-04-13 17:10:00,18:30:00,18:29:00,MQ,4498,N925AE,84.0,79.0,65.0,1.0,-4.0,EVV,ORD,273.0,6.0,13.0,0.0,,0.0,,,,,,2008-04-13
2008,Apr,16,Wednesday,12:47:00,2008-04-16 12:56:00,12:56:00,13:03:00,FL,439,N983AT,69.0,67.0,50.0,-7.0,-9.0,ATL,PNS,272.0,4.0,15.0,0.0,,0.0,,,,,,2008-04-16
2008,Mar,18,Tuesday,17:42:00,2008-03-18 16:50:00,22:39:00,21:49:00,NW,120,N311US,177.0,179.0,163.0,50.0,52.0,PHX,MSP,1276.0,3.0,11.0,0.0,,0.0,50.0,0.0,0.0,0.0,0.0,2008-03-18
2008,Feb,29,Friday,16:29:00,2008-02-29 16:25:00,18:20:00,18:14:00,US,1492,N532AU,111.0,109.0,86.0,6.0,4.0,CLT,BUF,546.0,4.0,21.0,0.0,,0.0,,,,,,2008-02-29
2008,Jan,27,Sunday,20:02:00,2008-01-27 20:00:00,22:35:00,22:11:00,US,1272,N459UW,153.0,131.0,116.0,24.0,2.0,CLT,MHT,737.0,6.0,31.0,0.0,,0.0,0.0,0.0,22.0,0.0,2.0,2008-01-27
2008,Jun,28,Saturday,13:27:00,2008-06-28 13:31:00,15:10:00,15:24:00,US,281,N175AW,103.0,113.0,86.0,-14.0,-4.0,PHX,SJC,621.0,5.0,12.0,0.0,,0.0,,,,,,2008-06-28
2008,Mar,28,Friday,16:22:00,2008-03-28 16:25:00,18:41:00,18:43:00,AS,352,N615AS,139.0,138.0,119.0,-2.0,-3.0,PDX,SNA,859.0,7.0,13.0,0.0,,0.0,,,,,,2008-03-28
2008,Jun,24,Tuesday,11:59:00,2008-06-24 12:00:00,12:11:00,12:10:00,WN,3335,N291WN,72.0,70.0,60.0,1.0,-1.0,ABQ,PHX,328.0,6.0,6.0,0.0,,0.0,,,,,,2008-06-24
2008,May,2,Friday,17:23:00,2008-05-02 17:30:00,18:33:00,18:31:00,OO,3737,N297SW,70.0,61.0,38.0,2.0,-7.0,SLC,TWF,175.0,2.0,30.0,0.0,,0.0,,,,,,2008-05-02
2008,May,21,Wednesday,11:30:00,2008-05-21 11:34:00,13:15:00,13:22:00,FL,92,N979AT,105.0,108.0,89.0,-7.0,-4.0,ATL,FLL,581.0,4.0,12.0,0.0,,0.0,,,,,,2008-05-21
2008,Jun,23,Monday,17:23:00,2008-06-23 17:25:00,18:14:00,18:15:00,WN,2286,N906WN,51.0,50.0,35.0,-1.0,-2.0,TPA,PBI,174.0,5.0,11.0,0.0,,0.0,,,,,,2008-06-23
2008,Apr,7,Monday,15:36:00,2008-04-07 15:30:00,19:59:00,20:10:00,WN,3657,N245WN,143.0,160.0,129.0,-11.0,6.0,SAN,AUS,1164.0,4.0,10.0,0.0,,0.0,,,,,,2008-04-07
2008,Jan,11,Friday,14:07:00,2008-01-11 14:10:00,14:45:00,15:00:00,WN,38,N515SW,38.0,50.0,30.0,-15.0,-3.0,CRP,HOU,187.0,2.0,6.0,0.0,,0.0,,,,,,2008-01-11
2008,May,6,Tuesday,16:37:00,2008-05-06 15:50:00,19:28:00,18:40:00,WN,2543,N309SW,171.0,170.0,157.0,48.0,47.0,TPA,BDL,1111.0,5.0,9.0,0.0,,0.0,9.0,0.0,1.0,0.0,38.0,2008-05-06
2008,Feb,1,Friday,13:16:00,2008-02-01 12:50:00,16:22:00,15:50:00,9E,2008,91469E,126.0,120.0,91.0,32.0,26.0,HOU,ATL,696.0,12.0,23.0,0.0,,0.0,0.0,0.0,6.0,0.0,26.0,2008-02-01
2008,May,23,Friday,15:19:00,2008-05-23 14:55:00,16:42:00,16:10:00,AA,481,N233AA,83.0,75.0,56.0,32.0,24.0,ICT,DFW,328.0,13.0,14.0,0.0,,0.0,10.0,0.0,8.0,0.0,14.0,2008-05-23
2008,Jun,6,Friday,18:41:00,2008-06-06 18:30:00,21:11:00,21:05:00,WN,3671,N697SW,150.0,155.0,126.0,6.0,11.0,TPA,PHL,920.0,8.0,16.0,0.0,,0.0,,,,,,2008-06-06
2008,Apr,15,Tuesday,15:03:00,2008-04-15 15:00:00,15:53:00,15:59:00,MQ,4633,N705AE,50.0,59.0,39.0,-6.0,3.0,RDU,DCA,227.0,2.0,9.0,0.0,,0.0,,,,,,2008-04-15
2008,Apr,20,Sunday,18:17:00,2008-04-20 18:15:00,19:31:00,19:28:00,EV,4278,N922EV,74.0,73.0,50.0,3.0,2.0,ATL,FAY,331.0,5.0,19.0,0.0,,0.0,,,,,,2008-04-20
2008,Jul,5,Saturday,15:22:00,2008-07-05 15:25:00,16:31:00,16:50:00,WN,347,N915WN,69.0,85.0,59.0,-19.0,-3.0,BUR,PHX,369.0,4.0,6.0,0.0,,0.0,,,,,,2008-07-05
2008,May,9,Friday,14:20:00,2008-05-09 14:26:00,16:00:00,15:48:00,YV,2827,N924FJ,220.0,202.0,195.0,12.0,-6.0,MEM,PHX,1263.0,7.0,18.0,0.0,,0.0,,,,,,2008-05-09
2008,Jun,5,Thursday,21:13:00,2008-06-05 20:55:00,22:06:00,21:55:00,WN,3163,N793SA,53.0,60.0,44.0,11.0,18.0,LAS,BUR,223.0,2.0,7.0,0.0,,0.0,,,,,,2008-06-05
2008,Jul,31,Thursday,07:13:00,2008-07-31 07:15:00,10:23:00,10:35:00,WN,2036,N603SW,130.0,140.0,117.0,-12.0,-2.0,STL,MCO,880.0,6.0,7.0,0.0,,0.0,,,,,,2008-07-31
2008,Jan,21,Monday,19:21:00,2008-01-21 17:47:00,00:34:00,19:42:00,OO,6023,N732SK,313.0,115.0,77.0,292.0,94.0,MEM,ORD,491.0,33.0,203.0,0.0,,0.0,0.0,0.0,292.0,0.0,0.0,2008-01-21
2008,Feb,10,Sunday,07:02:00,2008-02-10 07:05:00,08:01:00,08:11:00,US,999,N420US,59.0,66.0,42.0,-10.0,-3.0,SAV,CLT,213.0,4.0,13.0,0.0,,0.0,,,,,,2008-02-10
2008,Feb,7,Thursday,05:48:00,2008-02-07 05:50:00,09:18:00,09:28:00,9E,3715,80299E,150.0,158.0,111.0,-10.0,-2.0,OKC,DTW,900.0,19.0,20.0,0.0,,0.0,,,,,,2008-02-07
2008,Apr,1,Tuesday,07:19:00,2008-04-01 07:20:00,12:05:00,12:10:00,AA,1264,N581AA,166.0,170.0,146.0,-5.0,-1.0,ONT,DFW,1189.0,13.0,7.0,0.0,,0.0,,,,,,2008-04-01
2008,Jul,4,Friday,18:00:00,2008-07-04 18:00:00,20:07:00,20:20:00,WN,1464,N519SW,67.0,80.0,55.0,-13.0,0.0,LAS,SLC,368.0,2.0,10.0,0.0,,0.0,,,,,,2008-07-04
2008,Apr,15,Tuesday,11:13:00,2008-04-15 11:20:00,12:50:00,13:05:00,MQ,3950,N668HH,97.0,105.0,76.0,-15.0,-7.0,ORD,LIT,552.0,4.0,17.0,0.0,,0.0,,,,,,2008-04-15
2008,Feb,7,Thursday,15:49:00,2008-02-07 15:45:00,18:53:00,18:45:00,AA,1380,N4UCAA,124.0,120.0,101.0,8.0,4.0,DFW,IND,762.0,9.0,14.0,0.0,,0.0,,,,,,2008-02-07
2008,May,28,Wednesday,20:49:00,2008-05-28 20:50:00,22:07:00,22:10:00,XE,2636,N12564,138.0,140.0,115.0,-3.0,-1.0,CLE,OMA,729.0,12.0,11.0,0.0,,0.0,,,,,,2008-05-28
2008,May,28,Wednesday,12:00:00,2008-05-28 12:05:00,13:39:00,13:37:00,XE,2576,N12934,99.0,92.0,76.0,2.0,-5.0,EWR,GSO,446.0,3.0,20.0,0.0,,0.0,,,,,,2008-05-28
2008,Mar,25,Tuesday,08:13:00,2008-03-25 08:10:00,09:59:00,10:24:00,CO,1489,N75410,166.0,194.0,144.0,-25.0,3.0,DTW,IAH,1076.0,8.0,14.0,0.0,,0.0,,,,,,2008-03-25
2008,Jun,9,Monday,15:02:00,2008-06-09 15:03:00,16:05:00,16:15:00,OO,6643,N943SW,63.0,72.0,45.0,-10.0,-1.0,RAP,DEN,301.0,6.0,12.0,0.0,,0.0,,,,,,2008-06-09
2008,Jan,11,Friday,08:32:00,2008-01-11 08:40:00,16:20:00,16:37:00,B6,312,N598JB,288.0,297.0,257.0,-17.0,-8.0,OAK,IAD,2408.0,7.0,24.0,0.0,,0.0,,,,,,2008-01-11
2008,Apr,21,Monday,07:55:00,2008-04-21 08:00:00,09:10:00,09:20:00,DL,1650,N677DL,75.0,80.0,48.0,-10.0,-5.0,JAX,ATL,270.0,11.0,16.0,0.0,,0.0,,,,,,2008-04-21
2008,Apr,8,Tuesday,,2008-04-08 19:35:00,,21:15:00,AA,1521,,,220.0,,,,ORD,TUS,1437.0,,,1.0,carrier,0.0,,,,,,2008-04-08
2008,Mar,31,Monday,00:15:00,2008-03-31 23:59:00,01:41:00,01:28:00,YV,2799,N918FJ,86.0,89.0,60.0,13.0,16.0,LAS,SJC,386.0,11.0,15.0,0.0,,0.0,,,,,,2008-03-31
2008,May,20,Tuesday,10:55:00,2008-05-20 11:00:00,12:10:00,12:18:00,B6,246,N632JB,75.0,78.0,60.0,-8.0,-5.0,LGB,OAK,353.0,7.0,8.0,0.0,,0.0,,,,,,2008-05-20
2008,Jun,11,Wednesday,21:48:00,2008-06-11 21:20:00,22:41:00,22:15:00,AA,1224,N587AA,53.0,55.0,35.0,26.0,28.0,DFW,OKC,175.0,5.0,13.0,0.0,,0.0,3.0,0.0,0.0,0.0,23.0,2008-06-11
2008,Mar,31,Monday,22:52:00,2008-03-31 19:05:00,02:06:00,22:27:00,UA,514,N371UA,134.0,142.0,114.0,219.0,227.0,ORD,JAX,865.0,4.0,16.0,0.0,,0.0,118.0,0.0,0.0,0.0,101.0,2008-03-31
2008,Jan,17,Thursday,20:18:00,2008-01-17 20:00:00,23:26:00,23:05:00,DL,1847,N941DL,188.0,185.0,149.0,21.0,18.0,LGA,MCO,950.0,8.0,31.0,0.0,,0.0,0.0,0.0,3.0,0.0,18.0,2008-01-17
2008,Mar,11,Tuesday,19:10:00,2008-03-11 19:15:00,23:56:00,23:59:00,F9,491,N805FR,166.0,164.0,150.0,-3.0,-5.0,DEN,CAK,1224.0,6.0,10.0,0.0,,0.0,,,,,,2008-03-11
2008,Feb,16,Saturday,16:19:00,2008-02-16 16:26:00,17:53:00,17:59:00,NW,1421,N772NC,94.0,93.0,76.0,-6.0,-7.0,VPS,MEM,369.0,9.0,9.0,0.0,,0.0,,,,,,2008-02-16
2008,Jun,17,Tuesday,13:20:00,2008-06-17 12:50:00,17:10:00,16:59:00,CO,290,N17245,170.0,189.0,150.0,11.0,30.0,SLC,IAH,1195.0,9.0,11.0,0.0,,0.0,,,,,,2008-06-17
2008,Jun,12,Thursday,06:13:00,2008-06-12 06:20:00,07:06:00,07:15:00,XE,2137,N12145,53.0,55.0,34.0,-9.0,-7.0,LFT,IAH,201.0,6.0,13.0,0.0,,0.0,,,,,,2008-06-12
2008,May,30,Friday,10:26:00,2008-05-30 10:30:00,13:30:00,13:26:00,CO,1439,N16632,124.0,116.0,98.0,4.0,-4.0,ELP,IAH,667.0,7.0,19.0,0.0,,0.0,,,,,,2008-05-30
2008,Jun,18,Wednesday,06:56:00,2008-06-18 07:00:00,08:23:00,08:34:00,DL,704,N912DL,87.0,94.0,66.0,-11.0,-4.0,MLB,ATL,443.0,13.0,8.0,0.0,,0.0,,,,,,2008-06-18
2008,Jun,26,Thursday,20:14:00,2008-06-26 19:13:00,20:28:00,19:15:00,OO,5943,N923SW,74.0,62.0,41.0,73.0,61.0,AZO,ORD,122.0,15.0,18.0,0.0,,0.0,0.0,0.0,12.0,0.0,61.0,2008-06-26
2008,Apr,3,Thursday,17:00:00,2008-04-03 17:10:00,18:08:00,18:11:00,OO,5740,N284YV,68.0,61.0,50.0,-3.0,-10.0,IPL,LAX,181.0,3.0,15.0,0.0,,0.0,,,,,,2008-04-03
2008,Jun,17,Tuesday,17:49:00,2008-06-17 16:40:00,18:27:00,17:25:00,WN,1599,N283WN,158.0,165.0,146.0,62.0,69.0,SAT,LAS,1069.0,5.0,7.0,0.0,,0.0,1.0,0.0,0.0,0.0,61.0,2008-06-17
2008,Mar,22,Saturday,13:09:00,2008-03-22 13:19:00,14:17:00,14:40:00,YV,7062,N445YV,68.0,81.0,56.0,-23.0,-10.0,DRO,DEN,251.0,4.0,8.0,0.0,,0.0,,,,,,2008-03-22
2008,Feb,6,Wednesday,10:41:00,2008-02-06 10:40:00,13:14:00,12:30:00,CO,1480,N29124,213.0,170.0,182.0,44.0,1.0,IAH,EGE,935.0,11.0,20.0,0.0,,0.0,0.0,0.0,44.0,0.0,0.0,2008-02-06
2008,Apr,13,Sunday,13:28:00,2008-04-13 13:30:00,14:46:00,14:50:00,WN,1573,N506SW,78.0,80.0,62.0,-4.0,-2.0,SAN,SJC,417.0,3.0,13.0,0.0,,0.0,,,,,,2008-04-13
2008,Feb,11,Monday,20:23:00,2008-02-11 19:35:00,01:02:00,00:10:00,WN,1654,N224WN,159.0,155.0,147.0,52.0,48.0,LAS,OMA,1099.0,2.0,10.0,0.0,,0.0,48.0,0.0,4.0,0.0,0.0,2008-02-11
2008,May,4,Sunday,07:14:00,2008-05-04 07:15:00,10:01:00,10:04:00,AS,632,N546AS,167.0,169.0,142.0,-3.0,-1.0,SEA,PHX,1107.0,5.0,20.0,0.0,,0.0,,,,,,2008-05-04
2008,Jun,7,Saturday,07:10:00,2008-06-07 07:15:00,09:17:00,08:49:00,US,1845,N756US,127.0,94.0,73.0,28.0,-5.0,BOS,PHL,280.0,4.0,50.0,0.0,,0.0,0.0,0.0,28.0,0.0,0.0,2008-06-07
2008,Apr,15,Tuesday,06:08:00,2008-04-15 06:15:00,07:42:00,08:11:00,EV,4842,N855AS,94.0,116.0,76.0,-29.0,-7.0,SBN,ATL,566.0,5.0,13.0,0.0,,0.0,,,,,,2008-04-15
2008,Jun,15,Sunday,12:55:00,2008-06-15 12:45:00,13:48:00,13:40:00,WN,2076,N663SW,53.0,55.0,41.0,8.0,10.0,AUS,DAL,189.0,4.0,8.0,0.0,,0.0,,,,,,2008-06-15
2008,Mar,28,Friday,18:18:00,2008-03-28 18:15:00,19:53:00,19:39:00,MQ,3211,N232AE,95.0,84.0,65.0,14.0,3.0,DFW,AEX,285.0,4.0,26.0,0.0,,0.0,,,,,,2008-03-28
2008,Feb,4,Monday,17:48:00,2008-02-04 17:50:00,19:10:00,19:10:00,WN,727,N212WN,82.0,80.0,63.0,0.0,-2.0,SMF,SNA,404.0,4.0,15.0,0.0,,0.0,,,,,,2008-02-04
2008,Apr,30,Wednesday,18:00:00,2008-04-30 18:10:00,21:54:00,22:10:00,B6,120,N595JB,174.0,180.0,151.0,-16.0,-10.0,MSY,JFK,1182.0,6.0,17.0,0.0,,0.0,,,,,,2008-04-30
2008,Jun,25,Wednesday,10:34:00,2008-06-25 10:41:00,11:53:00,12:03:00,DL,1117,N619DL,79.0,82.0,55.0,-10.0,-7.0,RDU,ATL,356.0,8.0,16.0,0.0,,0.0,,,,,,2008-06-25
2008,Jan,28,Monday,10:51:00,2008-01-28 10:54:00,11:21:00,11:12:00,UA,1225,N366UA,90.0,78.0,47.0,9.0,-3.0,DTW,ORD,235.0,2.0,41.0,0.0,,0.0,,,,,,2008-01-28
2008,May,29,Thursday,12:23:00,2008-05-29 12:30:00,14:09:00,14:25:00,MQ,4351,N687JS,46.0,55.0,33.0,-16.0,-7.0,ORD,FNT,223.0,2.0,11.0,0.0,,0.0,,,,,,2008-05-29
2008,Mar,14,Friday,08:23:00,2008-03-14 08:00:00,09:10:00,08:50:00,WN,2091,N704SW,107.0,110.0,90.0,20.0,23.0,BWI,BNA,588.0,6.0,11.0,0.0,,0.0,13.0,0.0,0.0,0.0,7.0,2008-03-14
2008,May,22,Thursday,18:08:00,2008-05-22 18:13:00,19:35:00,19:36:00,UA,506,N563UA,87.0,83.0,73.0,-1.0,-5.0,SNA,SFO,372.0,5.0,9.0,0.0,,0.0,,,,,,2008-05-22
2008,Jan,10,Thursday,06:06:00,2008-01-10 06:15:00,11:28:00,11:34:00,UA,154,N337UA,202.0,199.0,168.0,-6.0,-9.0,DEN,IAD,1452.0,7.0,27.0,0.0,,0.0,,,,,,2008-01-10
2008,May,23,Friday,19:37:00,2008-05-23 19:30:00,20:08:00,20:07:00,OO,6577,N413SW,31.0,37.0,15.0,1.0,7.0,DEN,COS,72.0,6.0,10.0,0.0,,0.0,,,,,,2008-05-23
2008,Jan,5,Saturday,16:21:00,2008-01-05 16:15:00,18:09:00,18:15:00,WN,2124,N474WN,168.0,180.0,154.0,-6.0,6.0,DEN,SEA,1024.0,4.0,10.0,0.0,,0.0,,,,,,2008-01-05
2008,Mar,28,Friday,10:13:00,2008-03-28 10:10:00,13:02:00,12:55:00,DL,669,N952DL,169.0,165.0,145.0,7.0,3.0,BOS,ATL,946.0,10.0,14.0,0.0,,0.0,,,,,,2008-03-28
2008,Mar,20,Thursday,10:20:00,2008-03-20 09:35:00,12:35:00,12:07:00,OH,5070,N379CA,135.0,152.0,97.0,28.0,45.0,ATL,JFK,760.0,8.0,30.0,0.0,,0.0,28.0,0.0,0.0,0.0,0.0,2008-03-20
2008,Jun,26,Thursday,15:01:00,2008-06-26 15:03:00,16:04:00,16:10:00,OO,5749,N236SW,63.0,67.0,52.0,-6.0,-2.0,MFR,PDX,222.0,5.0,6.0,0.0,,0.0,,,,,,2008-06-26
2008,Jan,7,Monday,10:19:00,2008-01-07 10:25:00,12:46:00,12:45:00,AA,1037,N485AA,207.0,200.0,169.0,1.0,-6.0,LGA,MSP,1020.0,3.0,35.0,0.0,,0.0,,,,,,2008-01-07
2008,Jun,6,Friday,15:16:00,2008-06-06 15:25:00,16:47:00,16:45:00,MQ,3740,N697AB,91.0,80.0,63.0,2.0,-9.0,LFT,DFW,351.0,17.0,11.0,0.0,,0.0,,,,,,2008-06-06
2008,Mar,20,Thursday,07:23:00,2008-03-20 07:25:00,09:28:00,09:40:00,AA,1766,N4XMAA,65.0,75.0,45.0,-12.0,-2.0,ORD,DTW,235.0,6.0,14.0,0.0,,0.0,,,,,,2008-03-20
2008,Apr,20,Sunday,07:23:00,2008-04-20 07:30:00,09:55:00,09:46:00,DL,1001,N961DL,92.0,76.0,55.0,9.0,-7.0,JAN,ATL,341.0,29.0,8.0,0.0,,0.0,,,,,,2008-04-20
2008,Jan,19,Saturday,21:43:00,2008-01-19 21:45:00,23:02:00,23:15:00,F9,221,N805FR,139.0,150.0,125.0,-13.0,-2.0,DEN,SMF,910.0,5.0,9.0,0.0,,0.0,,,,,,2008-01-19
2008,Jan,15,Tuesday,20:26:00,2008-01-15 20:30:00,21:37:00,22:02:00,EV,4550,N853AS,71.0,92.0,44.0,-25.0,-4.0,ATL,GNV,300.0,2.0,25.0,0.0,,0.0,,,,,,2008-01-15
2008,Apr,5,Saturday,19:37:00,2008-04-05 19:20:00,22:06:00,22:04:00,CO,455,N37409,149.0,164.0,129.0,2.0,17.0,PBI,EWR,1024.0,11.0,9.0,0.0,,0.0,,,,,,2008-04-05
2008,Jan,14,Monday,12:52:00,2008-01-14 12:55:00,14:25:00,14:40:00,WN,1491,N525SW,93.0,105.0,86.0,-15.0,-3.0,STL,DAL,546.0,2.0,5.0,0.0,,0.0,,,,,,2008-01-14
2008,May,22,Thursday,12:28:00,2008-05-22 12:32:00,14:39:00,14:25:00,US,425,N306AW,131.0,113.0,101.0,14.0,-4.0,SJC,PHX,621.0,8.0,22.0,0.0,,0.0,,,,,,2008-05-22
2008,Jul,5,Saturday,09:24:00,2008-07-05 09:25:00,10:37:00,10:45:00,WN,1278,N235WN,73.0,80.0,61.0,-8.0,-1.0,DAL,MSY,437.0,4.0,8.0,0.0,,0.0,,,,,,2008-07-05
2008,May,4,Sunday,11:45:00,2008-05-04 11:50:00,13:34:00,13:45:00,WN,87,N690SW,49.0,55.0,39.0,-11.0,-5.0,STL,SDF,254.0,3.0,7.0,0.0,,0.0,,,,,,2008-05-04
2008,Jan,16,Wednesday,19:00:00,2008-01-16 19:10:00,20:19:00,20:23:00,B6,286,N649JB,79.0,73.0,46.0,-4.0,-10.0,LGB,LAS,231.0,10.0,23.0,0.0,,0.0,,,,,,2008-01-16
2008,Feb,1,Friday,13:19:00,2008-02-01 11:35:00,14:43:00,13:02:00,YV,7442,N507MJ,144.0,147.0,118.0,101.0,104.0,IAH,DEN,861.0,6.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,101.0,2008-02-01
2008,Feb,17,Sunday,15:55:00,2008-02-17 15:50:00,22:03:00,22:00:00,CO,1753,N16234,248.0,250.0,216.0,3.0,5.0,IAH,SJU,2007.0,6.0,26.0,0.0,,0.0,,,,,,2008-02-17
2008,Jun,24,Tuesday,08:02:00,2008-06-24 08:00:00,10:42:00,10:36:00,US,987,N927UW,160.0,156.0,119.0,6.0,2.0,PHL,MCO,861.0,5.0,36.0,0.0,,0.0,,,,,,2008-06-24
2008,Apr,13,Sunday,17:50:00,2008-04-13 17:55:00,20:14:00,20:58:00,US,751,N751UW,324.0,363.0,310.0,-44.0,-5.0,PHL,PDX,2406.0,3.0,11.0,0.0,,0.0,,,,,,2008-04-13
2008,Jul,6,Sunday,12:12:00,2008-07-06 12:15:00,14:35:00,15:00:00,WN,2891,N428WN,143.0,165.0,129.0,-25.0,-3.0,MCO,DTW,957.0,8.0,6.0,0.0,,0.0,,,,,,2008-07-06
2008,Jun,25,Wednesday,12:51:00,2008-06-25 12:59:00,15:06:00,15:19:00,XE,2503,N12967,135.0,140.0,120.0,-13.0,-8.0,JAX,EWR,821.0,8.0,7.0,0.0,,0.0,,,,,,2008-06-25
2008,Jun,21,Saturday,10:45:00,2008-06-21 10:25:00,12:11:00,11:52:00,XE,2112,N14937,86.0,87.0,71.0,19.0,20.0,OKC,IAH,395.0,6.0,9.0,0.0,,0.0,6.0,0.0,0.0,0.0,13.0,2008-06-21
2008,Jan,1,Tuesday,15:08:00,2008-01-01 15:05:00,17:15:00,17:40:00,WN,3247,N510SW,127.0,155.0,113.0,-25.0,3.0,MCO,PHL,861.0,5.0,9.0,0.0,,0.0,,,,,,2008-01-01
2008,Apr,9,Wednesday,15:06:00,2008-04-09 15:10:00,22:44:00,23:09:00,US,224,N665AW,278.0,299.0,256.0,-25.0,-4.0,PHX,BOS,2300.0,9.0,13.0,0.0,,0.0,,,,,,2008-04-09
2008,Mar,6,Thursday,07:47:00,2008-03-06 08:00:00,10:12:00,10:22:00,AS,605,N779AS,145.0,142.0,125.0,-10.0,-13.0,LAS,PDX,762.0,3.0,17.0,0.0,,0.0,,,,,,2008-03-06
2008,Mar,5,Wednesday,16:34:00,2008-03-05 16:25:00,17:36:00,17:20:00,EV,4747,N824AS,62.0,55.0,30.0,16.0,9.0,ATL,GSP,153.0,4.0,28.0,0.0,,0.0,9.0,0.0,7.0,0.0,0.0,2008-03-05
2008,Apr,2,Wednesday,15:36:00,2008-04-02 15:25:00,17:22:00,17:20:00,WN,3248,N318SW,166.0,175.0,151.0,2.0,11.0,MCO,MDW,989.0,7.0,8.0,0.0,,0.0,,,,,,2008-04-02
2008,Mar,22,Saturday,08:43:00,2008-03-22 07:00:00,16:54:00,15:10:00,AS,802,N648AS,311.0,310.0,288.0,104.0,103.0,PDX,BOS,2537.0,7.0,16.0,0.0,,0.0,103.0,0.0,1.0,0.0,0.0,2008-03-22
2008,Feb,27,Wednesday,08:04:00,2008-02-27 08:00:00,08:59:00,09:00:00,WN,5,N511SW,55.0,60.0,43.0,-1.0,4.0,DAL,HOU,239.0,3.0,9.0,0.0,,0.0,,,,,,2008-02-27
2008,May,21,Wednesday,09:18:00,2008-05-21 09:23:00,12:07:00,12:12:00,NW,890,N311US,169.0,169.0,141.0,-5.0,-5.0,DTW,PBI,1087.0,6.0,22.0,0.0,,0.0,,,,,,2008-05-21
2008,Mar,4,Tuesday,07:10:00,2008-03-04 07:15:00,09:46:00,09:51:00,AS,572,N303AS,156.0,156.0,127.0,-5.0,-5.0,SEA,PSP,987.0,8.0,21.0,0.0,,0.0,,,,,,2008-03-04
2008,Apr,10,Thursday,16:56:00,2008-04-10 16:57:00,18:05:00,18:06:00,US,294,N657AW,69.0,69.0,47.0,-1.0,-1.0,PHX,LAS,256.0,8.0,14.0,0.0,,0.0,,,,,,2008-04-10
2008,Jun,19,Thursday,17:54:00,2008-06-19 18:10:00,20:06:00,20:01:00,EV,4456,N842AS,132.0,111.0,77.0,5.0,-16.0,CAK,ATL,528.0,45.0,10.0,0.0,,0.0,,,,,,2008-06-19
2008,Jan,3,Thursday,05:08:00,2008-01-03 05:10:00,05:56:00,06:01:00,AQ,40,N824AL,48.0,51.0,41.0,-5.0,-2.0,HNL,ITO,216.0,3.0,4.0,0.0,,0.0,,,,,,2008-01-03
2008,Jan,28,Monday,06:56:00,2008-01-28 07:05:00,08:41:00,08:20:00,AA,1243,N597AA,165.0,135.0,122.0,21.0,-9.0,RDU,ORD,647.0,8.0,35.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0,2008-01-28
2008,Jul,7,Monday,12:35:00,2008-07-07 12:40:00,13:34:00,13:45:00,WN,963,N514SW,59.0,65.0,48.0,-11.0,-5.0,OKC,MCI,313.0,4.0,7.0,0.0,,0.0,,,,,,2008-07-07
2008,Feb,17,Sunday,21:24:00,2008-02-17 18:35:00,23:41:00,20:22:00,FL,233,N945AT,137.0,107.0,107.0,199.0,169.0,PBI,ATL,545.0,18.0,12.0,0.0,,0.0,0.0,0.0,30.0,0.0,169.0,2008-02-17
2008,May,5,Monday,08:41:00,2008-05-05 08:41:00,10:17:00,10:23:00,UA,869,N666UA,156.0,162.0,127.0,-6.0,0.0,DEN,SFO,967.0,5.0,24.0,0.0,,0.0,,,,,,2008-05-05
2008,May,6,Tuesday,20:24:00,2008-05-06 20:35:00,23:19:00,23:42:00,B6,35,N521JB,175.0,187.0,129.0,-23.0,-11.0,JFK,PBI,1028.0,5.0,41.0,0.0,,0.0,,,,,,2008-05-06
2008,Mar,30,Sunday,20:22:00,2008-03-30 20:00:00,21:32:00,21:10:00,WN,830,N303SW,70.0,70.0,56.0,22.0,22.0,BWI,PVD,328.0,5.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.0,2008-03-30
2008,May,21,Wednesday,10:18:00,2008-05-21 10:03:00,11:10:00,10:49:00,EV,4689,N856AS,52.0,46.0,19.0,21.0,15.0,ATL,CSG,83.0,2.0,31.0,0.0,,0.0,15.0,0.0,6.0,0.0,0.0,2008-05-21
